Date,Temperature,Humidity,Pressure,Compass,Accelerometer_raw_x,Accelerometer_raw_y,Accelerometer_raw_z,Compass_raw_x,Compass_raw_y,Compass_raw_z,Gyroscope_raw_x,Gyroscope_raw_y,Gyroscope_raw_z,Default
2020-06-20 18:17:44.725392,0,8,6,7,2,9,4,5,5,5,1,1,6,1
2020-06-20 18:17:45.809136,2,3,0,7,1,0,4,5,0,9,4,6,4,0
2020-06-20 18:17:46.893538,0,3,2,9,1,4,6,4,2,3,2,6,1,5
2020-06-20 18:17:47.977149,6,7,0,1,8,4,4,9,2,0,8,4,7,6
2020-06-20 18:17:49.060336,4,9,9,3,7,9,5,3,1,3,9,9,9,3
2020-06-20 18:17:51.179160,4,6,9,1,8,9,4,6,9,9,1,2,3,0
2020-06-20 18:17:52.266754,6,5,9,5,3,0,0,1,9,7,9,1,2,5
2020-06-20 18:17:53.350161,0,9,7,6,9,9,0,3,9,6,1,9,7,4
2020-06-20 18:17:54.437356,5,2,2,2,9,5,8,0,7,6,9,1,4,3
2020-06-20 18:17:55.520786,7,4,0,0,3,5,6,9,9,5,9,6,9,1
2020-06-20 18:18:06.913532,7,6,3,2,2,4,4,5,5,6,4,2,5,4
2020-06-20 18:18:08.003340,1,0,4,8,0,5,8,1,2,5,0,5,6,6
2020-06-20 18:18:09.088129,2,1,7,1,5,4,4,0,5,8,9,6,7,6
2020-06-20 18:18:10.170999,6,9,7,7,1,9,8,3,3,5,0,4,8,5
2020-06-20 18:18:11.256664,3,0,4,8,7,0,4,4,0,8,0,4,5,6
2020-06-20 18:18:13.373231,9,1,1,0,9,9,8,5,3,4,4,5,5,8
2020-06-20 18:18:14.456021,1,6,3,3,2,0,3,6,6,0,9,2,6,1
2020-06-20 18:18:15.539753,3,7,7,8,8,9,8,5,1,8,0,2,3,9
2020-06-20 18:18:16.624980,4,7,5,1,3,2,6,7,4,9,0,0,9,6
2020-06-20 18:18:17.707590,3,1,9,4,2,4,3,9,8,0,3,4,6,7
2020-06-20 18:18:19.833006,4,8,5,8,3,4,3,3,8,6,9,2,9,1
2020-06-20 18:18:20.917663,1,8,6,9,8,0,4,4,9,3,8,6,6,5
2020-06-20 18:18:22.001574,8,8,7,7,1,5,0,5,2,4,8,2,5,4
2020-06-20 18:18:23.084256,8,8,5,4,8,0,0,4,5,2,3,7,9,1
2020-06-20 18:18:24.167472,8,1,3,4,8,2,8,1,8,2,7,3,8,1
2020-06-20 18:18:26.294695,3,3,5,1,0,0,8,1,5,8,2,1,6,0
2020-06-20 18:18:37.378401,1,3,8,7,3,2,8,7,3,6,5,3,5,2
2020-06-20 18:18:38.465280,7,7,2,1,0,4,3,4,3,8,8,9,4,8
2020-06-20 18:18:39.552650,3,2,6,2,9,5,1,0,6,6,6,7,1,4
2020-06-20 18:18:40.635943,4,6,5,1,7,0,4,5,5,7,8,2,6,1
2020-06-20 18:18:42.759121,3,4,2,3,3,5,8,4,5,3,9,2,8,4
2020-06-20 18:18:43.844971,3,8,4,8,3,9,3,6,3,1,1,4,0,5
2020-06-20 18:18:44.931036,4,5,0,7,3,4,4,7,4,9,5,5,5,9
2020-06-20 18:18:46.952162,1,6,3,0,7,9,8,6,6,2,9,7,3,8
2020-06-20 18:18:48.037855,6,3,9,2,8,0,0,0,8,1,4,5,6,6
2020-06-20 18:18:50.159867,9,6,8,5,3,2,8,9,6,3,8,5,1,4
2020-06-20 18:18:51.251330,4,4,8,0,3,5,6,9,7,3,2,7,0,8
2020-06-20 18:18:52.339310,9,0,3,0,1,4,4,4,9,2,9,9,8,4
2020-06-20 18:18:53.784422,4,7,9,5,7,9,4,3,7,5,7,9,9,0
2020-06-20 18:18:54.872330,8,4,7,9,7,9,0,1,6,3,1,7,9,8
2020-06-20 18:18:56.999472,3,8,1,7,9,0,1,6,0,8,8,7,2,6
2020-06-20 18:18:58.090715,0,7,0,1,7,4,0,0,9,9,4,1,5,9
2020-06-20 18:19:09.185802,4,9,0,2,8,9,0,5,9,4,8,1,2,3
2020-06-20 18:19:10.272572,1,7,6,9,3,0,8,1,3,3,1,9,4,0
2020-06-20 18:19:11.356176,4,9,2,5,3,2,5,2,4,3,5,1,8,0
2020-06-20 18:19:13.481185,2,9,0,6,0,5,8,1,0,5,7,7,9,7
2020-06-20 18:19:14.567045,8,9,7,3,6,0,4,4,5,4,1,5,9,2
2020-06-20 18:19:15.650578,1,5,8,3,3,0,8,9,1,3,4,9,0,7
2020-06-20 18:19:16.734018,3,6,3,4,0,2,4,3,1,0,6,1,8,9
2020-06-20 18:19:17.817547,3,4,9,6,3,0,0,3,2,3,5,1,7,4
2020-06-20 18:19:19.950128,3,8,0,1,2,9,8,8,4,5,0,6,0,0
2020-06-20 18:19:21.034389,1,9,8,0,3,9,3,2,9,4,2,5,2,5
2020-06-20 18:19:22.119863,0,1,9,5,2,5,3,5,8,4,2,4,9,4
2020-06-20 18:19:23.203777,4,7,8,8,2,9,8,4,8,9,8,0,5,2
2020-06-20 18:19:24.289617,4,4,0,1,1,4,3,3,1,2,4,8,2,2
2020-06-20 18:19:26.413380,4,7,1,1,1,5,0,4,5,2,1,5,1,0
2020-06-20 18:19:27.496669,1,7,0,7,3,5,6,4,9,1,3,5,3,5
2020-06-20 18:19:28.580422,4,2,1,1,0,9,4,1,1,3,6,2,4,3
2020-06-20 18:19:41.022701,1,6,1,0,9,9,3,8,7,7,9,8,8,6
2020-06-20 18:19:42.114068,3,2,5,8,8,9,4,5,0,3,3,9,4,7
2020-06-20 18:19:44.238210,1,4,0,8,2,0,8,4,0,9,5,6,0,3
2020-06-20 18:19:45.322375,1,3,7,7,3,5,3,3,2,4,3,7,0,4
2020-06-20 18:19:46.423878,6,1,8,6,8,4,8,0,2,3,6,6,4,6
2020-06-20 18:19:47.507905,2,4,9,0,1,9,4,7,3,6,3,3,7,5
2020-06-20 18:19:48.596191,8,2,3,1,1,0,3,9,0,9,9,6,5,9
2020-06-20 18:19:50.724951,8,6,7,3,8,9,8,4,5,0,9,3,7,8
2020-06-20 18:19:51.824282,6,6,7,7,0,4,0,2,3,7,7,4,5,3
2020-06-20 18:19:52.908252,4,6,7,6,9,5,8,4,2,7,4,8,1,7
2020-06-20 18:19:53.992864,6,9,8,6,5,5,5,0,5,5,3,2,6,6
2020-06-20 18:19:55.078088,8,7,7,1,3,5,4,7,8,4,4,1,7,5
2020-06-20 18:19:57.201774,7,7,5,0,3,5,4,1,1,6,4,3,7,2
2020-06-20 18:19:58.290599,9,7,0,8,8,9,0,0,4,5,9,9,6,0
2020-06-20 18:19:59.374688,6,5,9,5,3,4,8,0,8,1,9,7,8,6
2020-06-20 18:20:00.458684,2,1,5,8,8,5,8,0,0,3,9,0,9,7
2020-06-20 18:20:11.552589,4,3,5,1,1,5,0,3,2,5,0,4,8,5
2020-06-20 18:20:13.676850,7,0,8,1,1,5,8,2,6,6,8,4,1,2
2020-06-20 18:20:14.760194,7,1,3,2,2,9,8,2,7,7,5,5,2,8
2020-06-20 18:20:15.843994,4,9,7,2,9,5,4,0,8,5,9,9,7,7
2020-06-20 18:20:16.927972,7,4,5,4,1,4,0,6,1,0,8,9,8,6
2020-06-20 18:20:18.012290,4,2,7,2,7,9,4,9,2,6,1,0,2,2
2020-06-20 18:20:20.138560,6,3,9,8,2,4,1,9,7,1,3,6,5,9
2020-06-20 18:20:21.223639,3,9,2,9,3,5,4,2,6,9,4,7,7,9
2020-06-20 18:20:22.310791,0,7,3,7,8,0,6,3,4,2,9,7,0,2
2020-06-20 18:20:23.398358,0,7,2,7,2,0,3,3,5,5,8,6,5,6
2020-06-20 18:20:24.482160,5,5,5,4,8,0,8,9,9,8,6,6,9,4
2020-06-20 18:20:26.600897,3,9,9,7,8,4,8,2,9,5,0,0,7,9
2020-06-20 18:20:27.688419,7,0,9,0,7,9,6,0,8,5,2,5,5,8
2020-06-20 18:20:28.774790,0,4,6,5,1,4,4,6,2,5,5,5,8,7
2020-06-20 18:20:29.857322,4,6,5,6,1,0,6,0,6,0,2,4,3,2
2020-06-20 18:20:30.939920,6,0,3,9,0,9,8,0,6,9,2,2,2,3
2020-06-20 18:20:44.614973,9,5,4,6,1,5,8,7,7,6,7,3,3,7
2020-06-20 18:20:45.701121,9,3,6,7,3,9,3,2,8,1,5,1,0,7
2020-06-20 18:20:46.787082,4,0,9,6,1,9,8,6,1,8,1,1,1,4
2020-06-20 18:20:47.872545,6,5,3,1,3,5,1,7,8,7,2,2,0,0
2020-06-20 18:20:48.957692,8,5,8,3,9,0,6,8,2,1,3,3,7,7
2020-06-20 18:20:51.081001,4,3,8,7,8,5,6,0,4,0,8,7,3,5
2020-06-20 18:20:52.157900,4,0,7,5,7,9,3,5,2,3,3,8,9,9
2020-06-20 18:20:53.245346,2,7,3,0,1,5,0,9,5,8,7,1,7,4
2020-06-20 18:20:54.335047,9,2,1,8,7,5,8,0,0,1,1,6,8,1
2020-06-20 18:20:55.422690,4,6,3,0,3,5,4,0,6,8,0,2,5,0
2020-06-20 18:20:57.547310,8,0,8,8,2,9,4,7,6,2,5,9,2,5
2020-06-20 18:20:58.634592,1,3,9,7,3,4,4,2,6,6,1,4,7,1
2020-06-20 18:20:59.721139,4,7,0,5,0,5,6,6,2,7,5,8,1,9
2020-06-20 18:21:00.806040,1,1,5,6,7,0,8,6,3,4,5,0,0,5
2020-06-20 18:21:01.889912,4,4,3,7,2,0,6,3,9,8,7,4,7,5
2020-06-20 18:21:04.017095,3,1,1,3,0,0,4,4,7,6,2,5,3,3
2020-06-20 18:21:15.104833,7,2,8,6,9,2,8,1,7,9,5,1,4,4
2020-06-20 18:21:16.192718,7,0,5,3,9,4,6,8,5,6,2,2,9,5
2020-06-20 18:21:17.275633,3,6,8,6,3,2,0,8,0,4,8,3,4,5
2020-06-20 18:21:18.360478,1,8,6,5,2,5,0,0,9,0,0,5,9,5
2020-06-20 18:21:20.484473,9,4,5,8,1,4,4,6,3,1,3,2,1,1
2020-06-20 18:21:21.562798,1,3,1,5,8,5,4,8,8,6,7,8,8,1
2020-06-20 18:21:22.651282,9,0,4,9,3,9,4,1,6,1,5,2,1,6
2020-06-20 18:21:23.736938,3,0,1,6,3,2,8,0,9,7,3,6,3,7
2020-06-20 18:21:24.822186,4,3,0,9,9,9,8,9,9,2,9,8,8,8
2020-06-20 18:21:26.946078,1,1,5,9,3,4,8,6,7,9,8,5,3,1
2020-06-20 18:21:28.030148,3,8,4,0,3,5,8,4,5,7,6,5,1,3
2020-06-20 18:21:29.119542,2,9,0,6,1,4,4,6,0,7,0,9,4,7
2020-06-20 18:21:30.212472,7,5,2,3,8,5,4,0,5,1,9,6,2,9
2020-06-20 18:21:31.296012,1,3,2,4,2,9,0,3,4,1,9,6,0,9
2020-06-20 18:21:33.421032,4,7,9,9,6,5,6,6,8,9,0,0,9,4
2020-06-20 18:21:34.505703,2,0,4,1,2,4,3,0,7,7,4,8,7,5
2020-06-20 18:21:47.169286,5,7,3,9,8,4,8,1,3,9,7,3,3,8
2020-06-20 18:21:48.261545,0,5,2,4,3,5,0,1,7,6,8,7,0,6
2020-06-20 18:21:49.344507,0,2,3,4,3,0,6,1,5,4,8,2,8,2
2020-06-20 18:21:51.466553,5,0,6,4,0,0,4,0,3,6,4,9,8,6
2020-06-20 18:21:52.553607,1,9,7,1,0,5,8,4,7,5,0,4,7,9
2020-06-20 18:21:53.636985,2,6,7,0,3,9,6,2,8,2,5,5,8,4
2020-06-20 18:21:54.719855,2,5,1,4,1,9,8,6,0,8,7,5,0,6
2020-06-20 18:21:55.806809,0,9,4,3,3,5,6,1,3,7,6,5,5,7
2020-06-20 18:21:57.932470,1,6,7,5,1,0,0,2,0,0,0,3,7,4
2020-06-20 18:21:59.015272,3,0,5,8,0,5,6,5,7,6,8,0,7,9
2020-06-20 18:22:00.098068,0,0,7,0,8,0,6,7,8,5,4,5,5,0
2020-06-20 18:22:01.181274,4,1,7,6,8,9,0,3,1,6,3,0,8,5
2020-06-20 18:22:02.266130,6,6,2,4,5,9,0,2,3,2,9,7,4,1
2020-06-20 18:22:04.391868,1,3,4,1,0,9,6,7,0,3,8,9,1,5
2020-06-20 18:22:05.475780,7,1,4,1,1,0,0,1,4,5,1,2,1,0
2020-06-20 18:22:06.558721,7,0,1,3,7,0,8,4,2,0,5,4,8,7
2020-06-20 18:22:16.905837,6,4,3,7,2,5,8,2,1,6,5,3,4,1
2020-06-20 18:22:17.993486,4,8,1,7,3,9,8,2,3,8,0,7,3,6
2020-06-20 18:22:20.122610,0,0,6,1,5,5,0,8,5,2,0,5,4,6
2020-06-20 18:22:21.210801,2,0,4,7,0,9,3,7,2,1,1,2,2,3
2020-06-20 18:22:22.311904,4,5,9,5,9,5,6,9,0,3,8,9,2,6
2020-06-20 18:22:23.396564,0,0,5,4,3,5,3,1,0,9,4,3,1,6
2020-06-20 18:22:24.485034,5,0,4,2,3,9,3,2,4,9,6,4,0,7
2020-06-20 18:22:26.612505,2,2,6,7,9,7,4,9,9,8,4,6,4,0
2020-06-20 18:22:27.699388,4,2,3,4,2,9,6,9,3,0,5,6,5,0
2020-06-20 18:22:28.803001,5,1,0,3,2,9,4,2,8,0,4,6,4,2
2020-06-20 18:22:29.887173,6,7,5,5,3,1,4,8,0,8,5,9,2,6
2020-06-20 18:22:30.971477,1,2,4,5,1,0,8,3,0,0,3,4,5,7
2020-06-20 18:22:33.106223,1,6,0,0,1,9,8,1,6,9,9,8,0,0
2020-06-20 18:22:34.190259,1,1,2,4,3,0,8,2,9,7,9,9,3,8
2020-06-20 18:22:35.274604,7,7,7,4,3,5,8,5,2,5,1,9,4,3
2020-06-20 18:22:36.358166,2,5,6,2,7,0,4,1,6,2,0,3,4,2
2020-06-20 18:22:47.442232,5,9,7,1,2,5,3,7,8,5,4,0,2,6
2020-06-20 18:22:49.567275,9,6,3,6,8,0,8,5,0,4,4,1,9,8
2020-06-20 18:22:50.650157,2,0,0,6,3,4,0,4,5,0,0,9,5,6
2020-06-20 18:22:51.733247,5,2,0,7,3,2,4,3,9,5,3,2,4,8
2020-06-20 18:22:52.817930,5,5,1,3,8,0,6,5,9,4,2,3,2,0
2020-06-20 18:22:53.898259,2,6,2,8,3,2,0,1,7,1,1,6,5,8
2020-06-20 18:22:56.016657,5,7,9,3,2,4,3,7,0,8,3,9,0,6
2020-06-20 18:22:57.099538,7,0,6,0,7,9,6,4,1,3,7,6,5,6
2020-06-20 18:22:58.201242,3,5,2,8,3,9,6,7,3,8,0,8,0,5
2020-06-20 18:22:59.286129,1,4,6,2,0,9,4,3,8,3,6,3,8,4
2020-06-20 18:23:00.370862,0,6,8,2,1,5,1,3,9,2,1,8,5,8
2020-06-20 18:23:02.494413,0,8,2,3,1,5,6,7,2,0,6,8,7,7
2020-06-20 18:23:03.577020,1,7,7,1,8,5,4,9,5,2,6,2,4,7
2020-06-20 18:23:04.659807,5,6,2,8,7,5,8,3,7,7,9,3,8,2
2020-06-20 18:23:05.746276,0,0,6,3,2,9,4,8,1,4,5,1,2,2
2020-06-20 18:23:06.829214,7,0,1,9,3,4,8,3,3,6,1,2,4,1
2020-06-20 18:23:18.206742,1,6,6,2,3,4,4,4,8,5,7,0,6,3
2020-06-20 18:23:19.289481,5,8,0,0,0,9,8,5,7,8,2,2,8,9
2020-06-20 18:23:20.379221,5,6,8,6,1,7,8,3,1,9,3,7,2,9
2020-06-20 18:23:21.461738,8,7,9,8,8,4,4,3,8,3,5,4,6,4
2020-06-20 18:23:22.550971,5,6,6,7,3,9,8,2,8,9,1,0,3,1
2020-06-20 18:23:24.673335,7,4,2,8,8,4,4,1,5,5,6,3,0,7
2020-06-20 18:23:25.756132,0,6,0,4,8,5,3,3,1,0,0,2,6,0
2020-06-20 18:23:26.839067,1,9,8,6,9,9,8,7,9,8,1,6,8,9
2020-06-20 18:23:27.923446,1,8,7,6,3,9,4,5,0,5,9,6,7,8
2020-06-20 18:23:29.006593,8,6,5,4,3,4,0,2,4,2,1,4,7,0
2020-06-20 18:23:31.116736,7,0,8,7,2,5,6,4,0,0,8,2,9,1
2020-06-20 18:23:32.201315,7,9,0,9,3,5,4,2,2,3,9,1,3,4
2020-06-20 18:23:33.288957,2,2,5,4,8,0,4,7,9,6,4,3,2,0
2020-06-20 18:23:34.376317,0,8,5,2,1,1,3,3,8,4,2,0,2,2
2020-06-20 18:23:35.459564,6,5,5,0,8,0,0,2,0,7,9,4,7,0
2020-06-20 18:23:37.583729,6,1,6,8,9,4,3,2,7,7,2,6,4,5
2020-06-20 18:23:47.927786,5,0,0,1,9,9,0,8,4,7,8,5,5,1
2020-06-20 18:23:49.017169,2,7,9,4,1,9,0,4,1,6,3,9,4,6
2020-06-20 18:23:50.101294,5,1,8,4,9,9,4,7,0,9,8,6,0,6
2020-06-20 18:23:51.185364,8,6,2,2,1,5,8,1,4,2,6,6,8,4
2020-06-20 18:23:53.305786,2,7,8,0,7,5,8,5,7,6,8,2,8,3
2020-06-20 18:23:54.393769,0,8,5,1,3,5,0,3,1,8,9,2,1,7
2020-06-20 18:23:55.477683,7,7,7,2,1,0,4,4,1,1,1,9,7,6
2020-06-20 18:23:56.561165,7,1,2,9,3,4,9,0,9,5,9,1,3,0
2020-06-20 18:23:57.644324,9,2,4,8,0,4,4,2,4,2,3,6,3,2
2020-06-20 18:23:59.769596,0,9,7,6,8,0,0,3,2,0,9,3,5,8
2020-06-20 18:24:00.853010,0,8,7,8,3,9,0,9,0,0,0,2,1,5
2020-06-20 18:24:01.935631,5,7,5,1,8,4,6,2,5,8,4,2,7,6
2020-06-20 18:24:03.025490,0,7,9,2,3,0,0,5,2,7,1,2,5,9
2020-06-20 18:24:04.112933,0,1,9,1,8,9,4,2,9,6,2,6,2,8
2020-06-20 18:24:06.366533,0,2,7,5,1,9,0,0,8,6,8,7,8,1
2020-06-20 18:24:07.449171,2,9,7,9,9,9,0,3,4,8,2,1,5,7
2020-06-20 18:24:17.791821,6,9,4,2,9,5,3,6,6,3,0,4,8,3
2020-06-20 18:24:18.877471,2,2,3,9,1,5,0,0,5,1,5,1,2,7
2020-06-20 18:24:19.967155,2,5,4,2,3,9,8,0,6,4,1,9,4,1
2020-06-20 18:24:22.096859,1,9,8,8,2,5,8,5,8,2,4,4,0,1
2020-06-20 18:24:23.187981,1,4,7,9,6,9,8,8,1,6,2,5,6,3
2020-06-20 18:24:24.277220,2,1,2,8,1,0,6,9,6,0,6,2,2,5
2020-06-20 18:24:25.360839,5,1,8,8,7,5,8,6,3,9,1,0,9,3
2020-06-20 18:24:26.444607,1,2,8,7,2,4,6,9,9,2,1,7,7,6
2020-06-20 18:24:28.572740,9,5,8,9,8,2,4,9,0,7,1,8,6,6
2020-06-20 18:24:29.660105,0,5,5,1,7,5,4,7,0,6,0,4,6,9
2020-06-20 18:24:30.745293,5,0,6,7,5,9,6,2,6,8,2,0,5,2
2020-06-20 18:24:31.829501,4,8,9,0,8,5,8,4,6,9,4,8,2,3
2020-06-20 18:24:32.916469,6,9,4,2,7,0,3,1,1,3,5,6,3,1
2020-06-20 18:24:35.033270,2,3,7,4,3,5,0,5,0,4,1,3,1,2
2020-06-20 18:24:36.121002,2,4,9,2,1,5,6,8,0,7,2,1,4,7
2020-06-20 18:24:37.205133,2,7,1,2,2,9,8,3,8,4,5,6,3,2
2020-06-20 18:24:49.853919,2,0,6,1,3,0,0,5,7,2,2,8,0,4
2020-06-20 18:24:50.939617,0,4,4,0,8,9,3,2,6,3,3,2,5,7
2020-06-20 18:24:53.062697,2,3,8,8,3,9,8,0,7,0,0,0,4,5
2020-06-20 18:24:54.151286,1,9,3,1,3,5,1,5,8,4,1,9,9,9
2020-06-20 18:24:55.234323,7,3,5,3,1,0,8,8,5,9,3,6,2,4
2020-06-20 18:24:56.318034,0,9,6,2,9,0,0,7,0,0,8,4,3,8
2020-06-20 18:24:57.402130,0,2,2,4,3,5,4,3,0,7,2,8,3,0
2020-06-20 18:24:59.521783,1,2,0,5,7,5,8,3,5,0,0,5,8,5
2020-06-20 18:25:00.607910,0,4,0,6,2,9,0,8,7,1,8,1,8,4
2020-06-20 18:25:01.695214,9,2,6,3,7,9,8,1,0,5,3,3,0,4
2020-06-20 18:25:02.778705,5,3,7,7,0,5,4,9,5,9,9,4,5,5
2020-06-20 18:25:03.862252,0,8,5,1,2,9,8,5,9,7,5,5,0,2
2020-06-20 18:25:05.989827,7,9,4,3,6,5,0,2,9,9,5,0,2,2
2020-06-20 18:25:07.078498,7,4,4,0,8,0,6,5,4,8,5,3,9,2
2020-06-20 18:25:08.164764,8,0,2,8,1,0,0,6,7,0,4,2,9,5
2020-06-20 18:25:09.248974,9,3,2,9,1,0,3,7,3,6,8,7,7,4
2020-06-20 18:25:19.624824,3,9,7,5,7,0,0,3,5,3,4,2,9,8
2020-06-20 18:25:21.750340,9,4,0,3,5,5,3,1,6,4,6,4,6,0
2020-06-20 18:25:22.833360,0,8,3,6,1,5,6,6,0,0,4,9,2,3
2020-06-20 18:25:23.916006,3,0,8,7,0,5,5,7,0,7,4,3,7,5
2020-06-20 18:25:25.016490,2,2,6,5,2,0,8,8,8,0,5,7,2,8
2020-06-20 18:25:26.103454,3,4,1,2,5,0,0,2,4,9,9,3,9,5
2020-06-20 18:25:28.220066,5,2,7,1,3,0,0,4,6,7,1,1,1,7
2020-06-20 18:25:29.303309,0,7,6,6,2,2,4,5,7,9,1,3,7,2
2020-06-20 18:25:30.386755,0,6,3,6,9,9,3,6,0,5,9,7,2,3
2020-06-20 18:25:31.469630,1,2,6,8,3,2,5,1,1,4,3,8,9,1
2020-06-20 18:25:32.553173,5,6,2,6,2,9,3,7,0,1,6,8,0,8
2020-06-20 18:25:34.677877,0,6,9,3,9,5,6,1,0,0,5,7,2,5
2020-06-20 18:25:35.761393,6,4,7,2,1,9,0,7,9,9,3,4,5,1
2020-06-20 18:25:36.844848,1,7,8,7,3,9,8,4,9,8,2,9,8,6
2020-06-20 18:25:37.927638,6,2,7,0,3,4,4,6,0,3,8,6,4,0
2020-06-20 18:25:39.010556,2,2,2,1,3,9,5,0,8,5,1,7,2,6
2020-06-20 18:25:50.399589,2,6,0,3,1,2,3,1,2,4,9,0,6,0
2020-06-20 18:25:51.486452,6,6,0,5,3,9,8,5,6,0,7,2,5,9
2020-06-20 18:25:52.573297,9,3,5,3,9,9,8,4,1,3,0,3,9,2
2020-06-20 18:25:53.656271,2,5,4,7,3,5,0,4,6,2,7,5,0,9
2020-06-20 18:25:54.736406,4,1,3,8,8,0,8,1,2,1,8,5,6,0
2020-06-20 18:25:56.861196,7,1,8,4,7,9,3,4,6,0,7,2,9,6
2020-06-20 18:25:57.948415,8,3,3,1,1,9,6,4,0,6,7,2,3,5
2020-06-20 18:25:59.038400,3,0,2,6,3,9,6,9,5,0,1,3,9,3
2020-06-20 18:26:00.128391,2,7,2,8,8,5,4,5,4,0,9,9,9,5
2020-06-20 18:26:01.218112,0,0,0,1,1,0,6,7,3,5,2,9,8,5
2020-06-20 18:26:03.342160,0,2,2,8,0,9,4,1,4,4,9,2,1,8
2020-06-20 18:26:04.429700,0,8,9,8,7,9,0,6,1,6,0,6,9,0
2020-06-20 18:26:05.519246,0,3,2,7,9,9,6,2,7,6,2,0,3,1
2020-06-20 18:26:06.609026,1,4,3,8,2,9,4,5,0,4,2,1,2,5
2020-06-20 18:26:07.695462,0,9,2,1,9,9,0,0,1,9,1,8,5,4
2020-06-20 18:26:09.817266,2,4,4,6,5,9,4,0,7,2,5,9,9,4
2020-06-20 18:26:20.185148,7,3,3,1,8,9,0,6,3,9,0,5,7,7
2020-06-20 18:26:21.277722,8,0,7,1,3,5,6,2,6,1,6,3,5,4
2020-06-20 18:26:22.362957,7,0,8,9,0,5,8,9,5,3,7,3,3,7
2020-06-20 18:26:23.454917,7,1,6,9,3,5,0,9,9,4,0,0,0,0
2020-06-20 18:26:25.581690,0,9,3,2,3,0,8,2,9,5,1,2,1,3
2020-06-20 18:26:26.664881,4,1,7,9,9,0,5,3,6,3,5,7,2,3
2020-06-20 18:26:27.752914,5,7,8,5,7,9,3,1,2,8,0,8,1,1
2020-06-20 18:26:28.831276,5,9,9,7,2,0,8,7,6,9,1,2,4,2
2020-06-20 18:26:29.914891,1,3,3,5,3,5,6,5,6,1,2,9,5,0
2020-06-20 18:26:32.040802,5,6,6,1,3,5,0,3,7,4,3,8,7,3
2020-06-20 18:26:33.124649,1,7,8,4,6,5,6,1,8,3,0,0,8,7
2020-06-20 18:26:34.205760,4,5,9,3,9,9,0,3,1,4,1,0,8,9
2020-06-20 18:26:35.289708,0,8,7,4,6,2,5,4,1,4,8,9,9,2
2020-06-20 18:26:36.389824,0,3,2,4,8,4,6,5,8,0,8,3,0,8
2020-06-20 18:26:38.517646,0,9,7,2,2,5,4,8,5,6,7,8,0,5
2020-06-20 18:26:39.605316,1,0,6,9,8,0,8,1,4,3,0,5,2,4
2020-06-20 18:26:49.964189,1,2,3,2,5,4,3,4,6,0,7,8,6,6
2020-06-20 18:26:51.052990,2,5,9,7,9,9,8,3,7,6,0,0,4,6
2020-06-20 18:26:52.136569,6,1,1,2,2,4,3,7,8,4,5,5,0,0
2020-06-20 18:26:54.265757,2,2,4,7,2,5,6,8,2,6,5,0,9,2
2020-06-20 18:26:55.358661,1,8,3,7,3,2,8,5,5,2,1,7,6,6
2020-06-20 18:26:56.444713,2,3,4,9,6,0,4,4,7,8,5,7,8,0
2020-06-20 18:26:57.533161,0,1,3,2,9,5,8,3,2,2,3,3,9,8
2020-06-20 18:26:58.619446,1,5,0,4,3,4,3,3,9,3,8,2,7,2
2020-06-20 18:27:00.742821,1,6,5,9,0,9,3,4,7,0,7,3,3,6
2020-06-20 18:27:01.829068,2,0,6,1,8,9,6,9,2,8,8,2,8,7
2020-06-20 18:27:02.917758,1,8,5,3,0,9,4,6,5,6,1,2,6,7
2020-06-20 18:27:04.011276,1,7,6,3,8,9,8,7,9,9,4,6,3,0
2020-06-20 18:27:05.105408,0,1,4,4,9,9,8,8,7,3,8,1,3,0
2020-06-20 18:27:07.229947,1,7,7,0,8,0,4,1,8,1,0,9,0,9
2020-06-20 18:27:08.310914,2,5,6,5,3,5,3,8,0,9,5,7,0,2
2020-06-20 18:27:09.397499,8,1,4,5,1,5,0,5,9,5,3,4,4,5
2020-06-20 18:27:19.740324,0,8,8,4,1,0,4,1,9,7,6,6,7,6
2020-06-20 18:27:20.824063,7,9,4,9,3,4,3,6,3,9,5,8,7,7
2020-06-20 18:27:22.947437,0,6,3,3,3,9,8,2,0,0,6,5,9,1
2020-06-20 18:27:24.030393,1,7,0,6,0,9,3,5,3,3,5,7,2,8
2020-06-20 18:27:25.126150,0,1,7,5,0,9,6,3,9,3,2,1,6,3
2020-06-20 18:27:26.209879,5,7,8,5,7,2,6,3,8,7,2,0,9,8
2020-06-20 18:27:27.294096,9,6,3,6,2,0,4,9,3,1,3,2,9,6
2020-06-20 18:27:29.407770,7,7,0,6,8,9,0,6,9,0,6,9,1,9
2020-06-20 18:27:30.495085,6,4,0,9,3,5,8,9,3,4,7,6,8,6
2020-06-20 18:27:31.583244,2,2,7,7,5,9,6,5,5,5,7,8,1,0
2020-06-20 18:27:32.666951,6,7,0,0,1,5,4,9,7,7,5,4,6,0
2020-06-20 18:27:33.748692,6,2,2,5,0,0,6,9,0,4,3,6,0,3
2020-06-20 18:27:35.876917,3,6,4,8,3,9,8,1,3,5,0,3,6,2
2020-06-20 18:27:36.960832,3,7,7,4,9,9,0,4,1,2,6,4,7,2
2020-06-20 18:27:38.045112,6,2,3,6,3,0,4,5,4,0,7,5,0,6
2020-06-20 18:27:39.129069,6,4,7,8,0,9,3,5,7,3,3,7,9,9
2020-06-20 18:27:51.767956,1,1,8,6,1,4,3,9,2,8,1,0,8,6
